P0,P1,P2,P3,P4
CHOBANI,81947001005,0.375,BLUEBERRY,NONFAT
CHOBANI,81947001051,1,CHOCOLATE & HONEYNAN,LOW FAT
CHOBANI,81947001003,0.375,HONEY,NONFAT
CHOBANI,81947001010,0.375,PINEAPPLE,LOW FAT
CHOBANI,81947001006,0.375,PEACH,NONFAT
CHOBANI,81947001001,0.375,PLAIN,NONFAT
CHOBANI,81947001007,1,PLAIN,NONFAT
CHOBANI,81947001013,2,PLAIN,NONFAT
CHOBANI,81947001031,0.375,PLAIN,LOW FAT
CHOBANI,81947001037,1,PLAIN,LOW FAT
CHOBANI,81947001043,2,PLAIN,LOW FAT
CHOBANI,81947001015,0.375,POMEGRANATE,NONFAT
CHOBANI,81947001012,0.375,RASPBERRY,NONFAT
CHOBANI,81947001026,2,STRAWBERRY,NONFAT
CHOBANI,81947001004,0.375,STRAWBERRY,NONFAT
CHOBANI,81947001032,0.375,STRAWBERRY BANANA,LOW FAT
CHOBANI,81947001002,0.375,VANILLA,NONFAT
CHOBANI,81947001008,1,VANILLA,NONFAT
CHOBANI,81947001014,2,VANILLA,NONFAT
CHOBANI CHAMPIONS,81947001050,1,STRAWNANA & VRRYBRRY,LOW FAT
MORNING SELECT,71207427001,0.5,COFFEE,LOW FAT
MORNING SELECT,73207427008,2,PLAIN,LOW FAT
MORNING SELECT,712074244485,0.5,STRAWBERRY BANANA,LOW FAT
MORNING SELECT,71207427002,0.5,VANILLA,LOW FAT
ANDERSON ERICKSON,0171043666,0.375,APPLE BREAD PUDDING,LOW FAT
ANDERSON ERICKSON,0271043629,0.375,APPLE PIE,LOW FAT
ANDERSON ERICKSON,0271043625,0.375,BLACK CHERRY,LOW FAT
ANDERSON ERICKSON,0171043659,0.375,BANANA VANILLA,1% LOWFAT
ANDERSON ERICKSON,0271043626,0.375,BLUEBERRY,LOW FAT
ANDERSON ERICKSON,0171043622,0.5,CHERRY AND VANILLA,LOW FAT
ANDERSON ERICKSON,0171043655,1.5,CHERRY VANILLA,LOW FAT
ANDERSON ERICKSON,0171043664,0.375,FRENCH VANILLA BEAN,LOW FAT
ANDERSON ERICKSON,0271043631,0.375,KEY LIME PIE,LOW FAT
ANDERSON ERICKSON,0271043630,0.375,LEMON,LOW FAT
ANDERSON ERICKSON,0371043628,0.375,ORANGE CREAM,LOW FAT
ANDERSON ERICKSON,0471043650,0.375,PEACH APRICOT VANILA,LOW FAT
ANDERSON ERICKSON,0171043665,0.375,PEACH COBBLER,LOW FAT
ANDERSON ERICKSON,0271043627,0.375,PEACH,LOW FAT
ANDERSON ERICKSON,0271043634,0.375,PINA COLADA,LOW FAT
ANDERSON ERICKSON,0271043620,1.5,PLAIN,LOW FAT
ANDERSON ERICKSON,0171043621,0.5,PLAIN,LOW FAT
ANDERSON ERICKSON,0271043624,0.375,RED RASPBERRY,LOW FAT
ANDERSON ERICKSON,0271043644,0.375,RASPBERRY VANILLA,LOW FAT
ANDERSON ERICKSON,0171043667,0.375,RSPBRY WHT CHCL ALMN,LOW FAT
ANDERSON ERICKSON,0271043649,0.375,STRAWBERY RHUBARB PI,LOW FAT
ANDERSON ERICKSON,0271043623,0.375,STRAWBERRY,LOW FAT
ANDERSON ERICKSON,0171043654,1.5,STRAWBERRY,LOW FAT
ANDERSON ERICKSON,0271043643,0.375,STRAWBERRY CHSCK,LOW FAT
ANDERSON ERICKSON,0271043639,0.375,STRAWBERRY VANILLA,LOW FAT
ANDERSON ERICKSON,0371043651,0.375,STRAWBERRY SHORTCAKE,LOW FAT
ANDERSON ERICKSON,0271043638,0.375,STRAWBERRY BANANA,LOW FAT
ANDERSON ERICKSON,0271043656,0.375,MISSING,LOW FAT
ANDERSON ERICKSON,0271043636,0.375,VANILLA,LOW FAT
ANDERSON ERICKSON,0171043653,1.5,VANILLA,LOW FAT
ANDERSON ERICKSON,0271043647,0.375,MISSING,LOW FAT
ANDERSON ERICKSON,0171043663,0.375,MISSING,LOW FAT
ANDERSON ERICKSON YO LITE,0171043855,0.375,BLACK CHERRY,FAT FREE
ANDERSON ERICKSON YO LITE,0171043868,0.375,BLUEBERRY BUCKLE,FAT FREE
ANDERSON ERICKSON YO LITE,0171043884,0.375,BLUEBERRY CHEESECAKE,FAT FREE
ANDERSON ERICKSON YO LITE,0171043852,0.375,BLUEBERRY,NONFAT
ANDERSON ERICKSON YO LITE,0171043878,1.5,CHERRY VANILLA,FAT FREE
ANDERSON ERICKSON YO LITE,0171043858,0.375,CHERRY VANILLA,NONFAT
ANDERSON ERICKSON YO LITE,0171043881,0.375,FRENCH VANILLA BEAN,FAT FREE
ANDERSON ERICKSON YO LITE,0271043860,0.375,KEY LIME PIE,FAT FREE
ANDERSON ERICKSON YO LITE,0171043883,0.375,MISSING,FAT FREE
ANDERSON ERICKSON YO LITE,0171043857,0.375,LEMON CHIFFON,NONFAT
ANDERSON ERICKSON YO LITE,0171043869,0.375,MISSING,FAT FREE
ANDERSON ERICKSON YO LITE,0271043859,0.375,ORANGE CREAM,FAT FREE
ANDERSON ERICKSON YO LITE,0171043885,0.375,ORANGE GRAPEFRUIT,FAT FREE
ANDERSON ERICKSON YO LITE,0171043882,0.375,PEACH APRICOT VANILA,NONFAT
ANDERSON ERICKSON YO LITE,0171043854,0.375,PEACH,NONFAT
ANDERSON ERICKSON YO LITE,0171043880,0.375,RASPBERRY CHEESECAKE,FAT FREE
ANDERSON ERICKSON YO LITE,0171043851,0.375,RASPBERRY,NONFAT
ANDERSON ERICKSON YO LITE,0171043865,0.375,RASPBERRY VANILLA,NONFAT
ANDERSON ERICKSON YO LITE,0171043866,0.375,STRAWBERY RHUBARB PI,NONFAT
ANDERSON ERICKSON YO LITE,0171043876,1.5,STRAWBERRY,FAT FREE
ANDERSON ERICKSON YO LITE,0171043850,0.375,STRAWBERRY,NONFAT
ANDERSON ERICKSON YO LITE,0171043864,0.375,STRAWBERRY CHSCK,NONFAT
ANDERSON ERICKSON YO LITE,0171043863,0.375,STRAWBERRY VANILLA,NONFAT
ANDERSON ERICKSON YO LITE,0171043853,0.375,STRAWBERRY BANANA,NONFAT
ANDERSON ERICKSON YO LITE,0171043879,1.5,VANILLA,FAT FREE
ANDERSON ERICKSON YO LITE,0271043861,0.375,VANILLA,NONFAT
LIL YAMI,011138414126,1.5,MISSING,LOW FAT
YAMI,01113841631,0.375,MISSING,LOW FAT
YAMI,011138413211,2,BLACKBERRY,1.5% LOWFAT
YAMI,011138416001,0.375,BLUEBERRY,1.5% MILKFAT
YAMI,01113841632,0.375,CHERRY ORCHARD,LOW FAT
YAMI,011138416002,0.375,CHERRY,1.5% MILKFAT
YAMI,011138414125,1.5,MISSING,LOW FAT
YAMI,011138416003,0.375,LEMON,1.5% MILKFAT
YAMI,011138416004,0.375,MARIONBERRY,1.5% MILKFAT
YAMI,01113841633,0.375,PEACH,LOW FAT
YAMI,011138416005,0.375,PEACH,1.5% LOWFAT
YAMI,011138416006,0.375,PLAIN,LOW FAT
YAMI,011138413212,2,PLAIN,LOW FAT
YAMI,011138413213,2,RASPBERRY,LOW FAT
YAMI,011138416007,0.375,RASPBERRY,1.5% MILKFAT
YAMI,01113841634,0.375,RASPBERRY RUSH,LOW FAT
YAMI,011138414128,1.5,STRAWBERRY AND PEACH,LOW FAT
YAMI,011138414124,1.5,STRAWBERRY AND PEACH,REGULAR
YAMI,011138416008,0.375,STRAWBERRY,1.5% MILKFAT
YAMI,011138413214,2,STRAWBERRY,1% MILKFAT
YAMI,01113841635,0.375,STRAWBERRY CRUSH,LOW FAT
YAMI,011138416010,0.375,VANILLA,1.5% LOWFAT
YAMI,011138413215,2,VANILLA,LOW FAT
YAMI,01113841636,0.375,VANILLA VELVET,LOW FAT
YAMI,01113843202,2,VANILLA VELVET,1.5% MILKFAT
BELFONTE,038305716018,0.375,MISSING,NONFAT
BELFONTE,018305716024,0.375,MISSING,NONFAT
BELFONTE,018305715023,0.375,MISSING,LOW FAT
BELFONTE,018305715003,0.375,BLACK CHERRY,LOW FAT
BELFONTE,018305716003,0.375,BLACK CHERRY,NONFAT
BELFONTE,018305716019,0.375,BLACKBERRY CREME,NONFAT
BELFONTE,018305715019,0.375,BOSTON CREAM PIE,LOW FAT
BELFONTE,018305716002,0.375,BOSTON CREAM PIE,NONFAT
BELFONTE,018305715002,0.375,BANANA SPLIT,LOW FAT
BELFONTE,018305715004,0.375,BLUEBERRY,LOW FAT
BELFONTE,018305716009,0.375,BLUEBERRY,NONFAT
BELFONTE,018305715005,0.375,CHERRY VANILLA,LOW FAT
BELFONTE,018305716008,0.375,CHERRY VANILLA,NONFAT
BELFONTE,018305716014,0.375,COCONUT CREAM PIE,NONFAT
BELFONTE,018305715025,0.375,CRANBERRY RASPBERRY,LOW FAT
BELFONTE,018305715001,0.375,COTTON CANDY,LOW FAT
BELFONTE,018305716012,0.375,HONEY ALMOND CREAM,NONFAT
BELFONTE,018305715006,0.375,HAWAIIAN DELIGHT,LOW FAT
BELFONTE,018305715015,0.375,KEY LIME PIE,LOW FAT
BELFONTE,018305716001,0.375,KEY LIME PIE,NONFAT
BELFONTE,018305715007,0.375,LEMON,LOW FAT
BELFONTE,018305716004,0.375,LEMON,NONFAT
BELFONTE,018305716020,0.375,MARIONBERRY,NONFAT
BELFONTE,018305715024,0.375,MARIONBERRY,LOW FAT
BELFONTE,018305716016,0.375,ORANGE TANGO,NONFAT
BELFONTE,018305715010,0.375,PINEAPPLE,LOW FAT
BELFONTE,018305715009,0.375,PEACH,LOW FAT
BELFONTE,018305716005,0.375,PEACH,NONFAT
BELFONTE,018305715029,0.375,MISSING,LOW FAT
BELFONTE,018305716023,0.375,MISSING,NONFAT
BELFONTE,018305716022,0.375,MISSING,NONFAT
BELFONTE,018305715026,0.375,MISSING,1% MILKFAT
BELFONTE,018305715011,0.375,PLAIN,LOW FAT
BELFONTE,018305711101,1.5,PLAIN,NONFAT
BELFONTE,018305715027,0.375,PASSION ORANGE GUAVA,1% MILKFAT
BELFONTE,018305715028,0.375,MISSING,1% MILKFAT
BELFONTE,018305716011,0.375,RED RASPBERRY,NONFAT
BELFONTE,018305715012,0.375,RED RASPBERRY,LOW FAT
BELFONTE,018305715014,0.375,STRAWBERRY,LOW FAT
BELFONTE,018305716006,0.375,STRAWBERRY,NONFAT
BELFONTE,018305711102,1.5,STRAWBERRY,1% MILKFAT
BELFONTE,018305715018,0.375,STRAWBERRY CHSCK,LOW FAT
BELFONTE,018305716015,0.375,STRAWBERRY CHSCK,NONFAT
BELFONTE,018305715021,0.375,STRAWBERRY BANANA,LOW FAT
BELFONTE,018305716007,0.375,STRAWBERRY BANANA,NONFAT
BELFONTE,018305715020,0.375,VANILLA,LOW FAT
BELFONTE,018305711100,1.5,VANILLA,LOW FAT
BELFONTE,018305716010,0.375,VANILLA,NONFAT
BELFONTE,018305716013,0.375,MISSING,NONFAT
BREYERS,024667512643,0.375,BLUEBERRY,.5% MILKFAT
BREYERS,024667512665,0.375,MIXED BERRY,1% MILKFAT
BREYERS,024667512645,0.375,PINEAPPLE,1% MILKFAT
BREYERS,024667512651,0.375,PEACH,1% MILKFAT
BREYERS,014667512648,0.375,MISSING,1% MILKFAT
BREYERS,024667512646,0.375,CHOCOLATE RASPBERRY,1% MILKFAT
BREYERS,024667512647,0.375,STRAWBERRY,.5% MILKFAT
BREYERS CREME SAVERS,014667512070,0.375,MISSING,LOW FAT
BREYERS CREME SAVERS,014667512072,0.375,MISSING,1% MILKFAT
BREYERS CREME SAVERS,014667512668,0.375,MISSING,LOW FAT
BREYERS CREME SAVERS,014667512667,0.375,RASPBERRIES CREME,LOW FAT
BREYERS CREME SAVERS,014667512083,1.5,MISSING,LOW FAT
BREYERS CREME SAVERS,014667512082,1.5,MISSING,1.5% MILKFAT
BREYERS CREME SAVERS,014667512666,0.375,MISSING,1% MILKFAT
BREYERS DISNEY,014667512627,1.5,MISSING,LOW FAT
BREYERS DISNEY,014667512626,1.5,MISSING,1% MILKFAT
BREYERS DISNEY,014667512624,1.5,MISSING,LOW FAT
BREYERS DISNEY,014667512625,1.5,MISSING,LOW FAT
BREYERS INSPIRATIONS,014667512672,1,CHOCOLATE CHIP,1% MILKFAT
BREYERS INSPIRATIONS,014667512673,1,CHERRY CHOCLATE CHIP,LOW FAT
BREYERS INSPIRATIONS,014667512674,1,FEATURE,1% MILKFAT
BREYERS INSPIRATIONS,014667512670,1,MISSING,1% MILKFAT
BREYERS INSPIRATIONS,014667512671,1,MISSING,LOW FAT
BREYERS LIGHT,014667512040,0.375,MISSING,NONFAT
BREYERS LIGHT,014667512050,0.375,BLACK CHERRY JUBILEE,NONFAT
BREYERS LIGHT,014667512053,0.375,MISSING,NONFAT
BREYERS LIGHT,014667512043,0.375,KEY LIME PIE,NONFAT
BREYERS LIGHT,014667512042,0.375,LEMON CHIFFON,NONFAT
BREYERS LIGHT,014667512054,0.375,MIXED BERRY,NONFAT
BREYERS LIGHT,014667512047,0.375,PEACHES N CREAM,NONFAT
BREYERS LIGHT,014667512079,1.5,MISSING,NONFAT
BREYERS LIGHT,014667512062,0.375,MISSING,NONFAT
BREYERS LIGHT,014667512078,1.5,MISSING,NONFAT
BREYERS LIGHT,014667512048,0.375,STRAWBERRY,NONFAT
BREYERS LIGHT,014667512052,0.375,STRAWBERRY BANN SPLT,NONFAT
BREYERS LIGHT,014667512041,0.375,STRAWBERRY CHSCK,NONFAT
BREYERS LIGHT,014667512051,0.375,VANILLA BEAN,NONFAT
BREYERS SMART,014667512644,0.375,BLACK CHERRY,LOW FAT
BREYERS SMART,014667512664,0.375,STRAWBERRY BANANA,LOW FAT
BREYERS SMOOTH AND CREAMY,014667512064,0.375,CLASSIC STRAWBERRY,LOW FAT
BREYERS SMOOTH AND CREAMY,014667512066,0.375,PEACHES N CREAM,1% MILKFAT
BREYERS SMOOTH AND CREAMY,014667512622,1.5,MISSING,1% MILKFAT
BREYERS SMOOTH AND CREAMY,014667512621,1.5,MISSING,1% MILKFAT
BREYERS SMOOTH AND CREAMY,014667512065,0.375,STRAWBERRY CHSCK,LOW FAT
BREYERS YOCRUNCH,024667577,0.375,BLUEBERRY,LOW FAT
BREYERS YOCRUNCH,024667560,0.375,MIXED BERRY,LOW FAT
BREYERS YOCRUNCH,014667561,0.375,PEACH,LOW FAT
BREYERS YOCRUNCH,024667520,0.375,RASPBERRY,LOW FAT
BREYERS YOCRUNCH,034667590,4.8,STRAWBERRY & VANILLA,LOW FAT
BREYERS YOCRUNCH,024667510,0.375,STRAWBERRY,LOW FAT
BREYERS YOCRUNCH,014667584,0.375,STRAWBERRY,LOW FAT
BREYERS YOCRUNCH,034667572,0.375,STRAWBERRY,LOW FAT
BREYERS YOCRUNCH,014667583,0.375,STRAWBERRY,1% MILKFAT
BREYERS YOCRUNCH,024667530,0.375,STRAWBERRY BANANA,LOW FAT
BREYERS YOCRUNCH,024667580,0.375,MISSING,LOW FAT
BREYERS YOCRUNCH,01466751400,3,VANILLA,LOW FAT
BREYERS YOCRUNCH,024667570,0.375,VANILLA,LOW FAT
BREYERS YOCRUNCH,024667576,0.375,VANILLA,LOW FAT
BREYERS YOCRUNCH,024667579,0.375,VANILLA,LOW FAT
BREYERS YOCRUNCH,024667582,0.375,VANILLA,LOW FAT
BREYERS YOCRUNCH LIGHT,0146675550,0.375,MISSING,NONFAT
BREYERS YOCRUNCH LIGHT,024667540,0.375,PEACH,NONFAT
BREYERS YOCRUNCH LIGHT,0146675551,0.375,STRAWBERRY,NONFAT
BREYERS YOCRUNCH 100 CALORI P,02466751302,0.9375,STRAWBERRY,NONFAT
BREYERS YOCRUNCH 100 CALORI P,01466751300,0.9375,VANILLA,NONFAT
BREYERS YOCRUNCH 100 CALORI P,01466751301,0.9375,VANILLA,NONFAT
BREYERS YOCRUNCH 100 CALORI P,01466751303,0.9375,VANILLA,NONFAT
BREYERS YOCRUNCH 100 CALORI P,01466751304,0.9375,VANILLA,NONFAT
BUTTER WORKS,71409592,2,VERMONT VANILLA,NONFAT
BYRNE DAIRY,0143119871,0.5,BLUEBERRY,1% MILKFAT
BYRNE DAIRY,0143119873,0.5,RASPBERRY,1% MILKFAT
BYRNE DAIRY,0143119874,0.5,STRAWBERRY,LOW FAT
BYRNE DAIRY,0143119877,0.5,VANILLA,LOW FAT
CABOT,017835431148,0.375,MISSING,2% MILKFAT
CABOT,017835430659,0.375,BLACK CHERRY,NONFAT
CABOT,017835431150,0.375,CHOCOLATE RASPBERRY,2% MILKFAT
CABOT,017835431147,0.375,HONEY,2% MILKFAT
CABOT,017835430707,0.375,LEMON,NONFAT
CABOT,017835430794,0.375,PEACH,NONFAT
CABOT,017835431151,2,PLAIN,LOW FAT
CABOT,017835431212,2,PLAIN,NONFAT
CABOT,017835430355,2,PLAIN,10% MILKFAT
CABOT,017835431145,0.375,STRAWBERRY,2% MILKFAT
CABOT,017835430696,0.375,VANILLA,NONFAT
CABOT,017835431140,0.375,VANILLA BEAN,2% MILKFAT
CABOT,017835431152,2,VANILLA,LOW FAT
CABOT,017835430810,0.375,VERY BERRY,NONFAT
CASCADE FRESH,0181146290,0.375,APRICOT MANGO,FAT FREE
CASCADE FRESH,028114670,0.375,MISSING,LOW FAT
CASCADE FRESH,0181146310,2,BLUEBERRY,FAT FREE
CASCADE FRESH,0181146210,0.375,BLUEBERRY,FAT FREE
CASCADE FRESH,0281146280,0.375,BOYSENBERRY,FAT FREE
CASCADE FRESH,018114620,0.375,CHERRY,LOW FAT
CASCADE FRESH,0181146220,0.375,CHERRY VANILLA,FAT FREE
CASCADE FRESH,0181146420,0.375,KEY LIME,NONFAT
CASCADE FRESH,0181146260,0.375,LEMON CHIFFON,FAT FREE
CASCADE FRESH,0181146370,2,LEMON CHIFFON,NONFAT
CASCADE FRESH,0181146400,0.375,MARIONBERRY,FAT FREE
CASCADE FRESH,0281146480,0.375,ORANGE CREAM,FAT FREE
CASCADE FRESH,0181146580,2,ORANGE CREAM,WHOLE
CASCADE FRESH,0181146250,0.375,PEACH,FAT FREE
CASCADE FRESH,018114650,0.375,PEACH,LOW FAT
CASCADE FRESH,01811465100,2,PLAIN,LOW FAT
CASCADE FRESH,0181146300,2,PLAIN,FAT FREE
CASCADE FRESH,01811465300,2,PLAIN,NONFAT
CASCADE FRESH,0181146700,4,PLAIN,NONFAT
CASCADE FRESH,0181146230,0.375,RASPBERRY,FAT FREE
CASCADE FRESH,028114630,0.375,RASPBERRY,LOW FAT
CASCADE FRESH,028114640,0.375,STRAWBERRY,LOW FAT
CASCADE FRESH,0281146340,2,STRAWBERRY,NONFAT
CASCADE FRESH,0281146240,0.375,STRAWBERRY,NONFAT
CASCADE FRESH,0181146460,0.375,VANILLA,FAT FREE
CASCADE FRESH,0181146360,2,VANILLA,FAT FREE
CHEF JOHN FOLSE,719330270011,0.5,MIXED BERRY,REGULAR
CHEF JOHN FOLSE,719330270009,0.5,PLAIN,MISSING
CHEF JOHN FOLSE,719330270013,0.5,STRAWBERRY,REGULAR
ALTA DENA,017039925400,2,PLAIN,NONFAT
ALTA DENA,017039923080,2,PLAIN,LOW FAT
ALTA DENA,017039923100,2,STRAWBERRY,LOW FAT
ALTA DENA,027039923090,2,VANILLA,LOW FAT
HORIZON NATURAL LITTLE BLENDS,7142365346,1,MISSING,LOW FAT
HORIZON NATURAL LITTLE BLENDS,7142365344,1,MISSING,LOW FAT
HORIZON NATURAL LITTLE BLENDS,7142365345,1,MISSING,LOW FAT
LAND O LAKES,013450063529,0.375,BLACK CHERRY,NONFAT
LAND O LAKES,013450063546,0.375,BLACK CHERRY,1% MILKFAT
LAND O LAKES,023450063528,0.375,BANANA CREAM,NONFAT
LAND O LAKES,013450063530,0.375,BLUEBERRY,FAT FREE
LAND O LAKES,033450063547,0.375,BLUEBERRY,LOW FAT
LAND O LAKES,013450063548,0.375,CHERRY VANILLA,LOW FAT
LAND O LAKES,013450063531,0.375,LEMON CHIFFON,FAT FREE
LAND O LAKES,013450063532,0.375,PEACH,FAT FREE
LAND O LAKES,013450063550,0.375,PEACH,1% MILKFAT
LAND O LAKES,013450063555,1.5,PEACH,1% MILKFAT
LAND O LAKES,043450063554,1.5,PLAIN,NONFAT
LAND O LAKES,013450063533,0.375,RASPBERRY,FAT FREE
LAND O LAKES,013450063551,0.375,RASPBERRY,1% MILKFAT
LAND O LAKES,013450063556,1.5,RASPBERRY,1% MILKFAT
LAND O LAKES,013450063534,0.375,STRAWBERRY,FAT FREE
LAND O LAKES,013450063552,0.375,STRAWBERRY,LOW FAT
LAND O LAKES,013450063557,1.5,STRAWBERRY,1% MILKFAT
LAND O LAKES,013450063535,0.375,STRAWBERRY BANANA,FAT FREE
LAND O LAKES,013450063553,0.375,STRAWBERRY BANANA,LOW FAT
LAND O LAKES,013450063558,1.5,STRAWBERRY BANANA,1% MILKFAT
LAND O LAKES,013450063549,0.375,VANILLA,LOW FAT
LAND O LAKES,013450063559,1.5,VANILLA,1% MILKFAT
YO2GO,0141271744,1.125,STRAWBERRY BLUEBERRY,MISSING
YO2GO,0241271748,1.125,WATERMELON,LOW FAT
HORIZON ORGANIC,714236510670,0.375,BLUEBERRY,NONFAT
HORIZON ORGANIC,714236510635,0.375,BLUEBERRY,1% MILKFAT
HORIZON ORGANIC,714236510615,0.375,LEMON,1% MILKFAT
HORIZON ORGANIC,714236510665,0.375,PEACH,1% MILKFAT
HORIZON ORGANIC,714236510610,0.375,PLAIN,NONFAT
HORIZON ORGANIC,714236513220,2,PLAIN,FAT FREE
HORIZON ORGANIC,714236513215,2,PLAIN,WHOLE
HORIZON ORGANIC,714236510650,0.375,RASPBERRY,NONFAT
HORIZON ORGANIC,714236510655,0.375,RASPBERRY,1% MILKFAT
HORIZON ORGANIC,714236510640,0.375,STRAWBERRY,NONFAT
HORIZON ORGANIC,714236510625,0.375,STRAWBERRY,1% MILKFAT
HORIZON ORGANIC,714236510605,0.375,STRAWBERRY BANANA,1% MILKFAT
HORIZON ORGANIC,714236510620,0.375,VANILLA,NONFAT
HORIZON ORGANIC,714236513230,2,VANILLA,FAT FREE
HORIZON ORGANIC,714236513225,2,VANILLA,WHOLE
HORIZON ORGANIC TUBERZ,724236510244,1,MISSING,LOW FAT
HORIZON ORGANIC TUBERZ,724236510243,1,MISSING,LOW FAT
HORIZON ORGANIC TUBERZ,7142365326,1,MISSING,LOW FAT
RACHELS,818365510605,0.375,MISSING,1.5% MILKFAT
RACHELS,818365510603,0.375,MISSING,1.5% MILKFAT
RACHELS,818365510601,0.375,MISSING,1.5% MILKFAT
RACHELS,818365510602,0.375,MISSING,1.5% MILKFAT
RACHELS,818365510606,0.375,MISSING,1.5% MILKFAT
RACHELS,818365510610,0.375,MISSING,1.5% MILKFAT
RACHELS,818365510609,0.375,VANILLA CHAI,1.5% MILKFAT
SILK,012529360013,0.375,BANANA STRAWBERRY,MISSING
SILK,022529360003,0.375,BLUEBERRY,LOW FAT
SILK,012529360004,0.375,PEACH,LOW FAT
SILK,022529360007,2,PLAIN,NONFAT
SILK,012529360002,0.375,STRAWBERRY,LOW FAT
SILK LIVE,012529360018,0.375,BLACK CHERRY,LOW FAT
SILK LIVE,022529360011,0.375,KEY LIME,LOW FAT
SILK LIVE,012529360005,0.375,RASPBERRY,LOW FAT
SILK LIVE,012529360001,0.375,VANILLA,LOW FAT
SILK LIVE,012529360017,2,VANILLA,LOW FAT
EMMI,015676220202,0.3313,APRICOT,LOW FAT
EMMI,015676220208,0.3313,BLACK CHERRY,LOW FAT
EMMI,025676220206,0.375,BIRCHERMUESLI,1.5% MILKFAT
EMMI,025676220205,0.375,BLUEBERRY,LOW FAT
EMMI,0156762151,0.375,MISSING,LOW FAT
EMMI,0156762144,0.375,COFFEE,LOW FAT
EMMI,035676220207,0.375,PINK GRAPEFRUIT,1.5% MILKFAT
EMMI,025676220201,0.375,PLAIN,LOW FAT
EMMI,025676220204,0.375,RASPBERRY,LOW FAT
EMMI,025676220203,0.375,STRAWBERRY,LOW FAT
EMMI,0156762147,0.375,VANILLA BEAN,LOW FAT
ERIVAN,7186012454,1,PLAIN,REGULAR
ERIVAN,7186012227,0.5,PLAIN,WHOLE
ERIVAN,7186012198,0.4375,MISSING,WHOLE
FAGE TOTAL,61895448150,0.3313,CHERRY,WHOLE
FAGE TOTAL,61895448156,0.3313,CHERRY,LOW FAT
FAGE TOTAL,61895448120,0.3313,HONEY,REGULAR
FAGE TOTAL,61895448130,0.3313,HONEY,LOW FAT
FAGE TOTAL,61895448190,0.3313,PEACH,WHOLE
FAGE TOTAL,61895448196,0.3313,PEACH,LOW FAT
FAGE TOTAL,61895447382,0.3313,GREEK,REGULAR
FAGE TOTAL,62895448000,0.375,PLAIN,NONFAT
FAGE TOTAL,6189544173,1.1,PLAIN,NONFAT
FAGE TOTAL,61895448301,2.2062,PLAIN,NONFAT
FAGE TOTAL,61895448200,1.1,PLAIN,REGULAR
FAGE TOTAL,61895448060,0.4375,PLAIN,WHOLE
FAGE TOTAL,62895448300,2.2062,PLAIN,WHOLE
FAGE TOTAL,61895448302,2.2062,PLAIN,LOW FAT
FAGE TOTAL,61895448340,1.1,PLAIN,2% MILKFAT
FAGE TOTAL,62895448020,0.4375,PLAIN,2% MILKFAT
FAGE TOTAL,61895448040,0.3125,PLAIN,0.05
FAGE TOTAL,61895448140,0.3313,STRAWBERRY,REGULAR
FAGE TOTAL,61895448146,0.3313,STRAWBERRY,2% MILKFAT
FRESH MADE,0451512342,0.5,BLUEBERRY,1.5% MILKFAT
FRESH MADE,0251512382,0.5,PEACH,1.5% MILKFAT
FRESH MADE,0351512365,0.5,STRAWBERRY,1.5% MILKFAT
FRESHLI,724613230,0.8813,STRS GMDM STRW & BN,LOW FAT
COLOMBO,044114891,2,FRENCH VANILLA,LOW FAT
COLOMBO,014114890,2,PLAIN,NONFAT
COLOMBO,034114892,2,STRAWBERRY,LOW FAT
COLOMBO,054114894,2,VANILLA,NONFAT
COLOMBO CLASSIC,014114827632,0.375,BANANA STRAWBERRY,NONFAT
COLOMBO CLASSIC,014114827635,0.375,MISSING,NONFAT
COLOMBO CLASSIC,014114827637,0.375,PEACH,NONFAT
COLOMBO CLASSIC,014114827638,0.375,RASPBERRY,NONFAT
COLOMBO CLASSIC,014114827639,0.375,STRAWBERRY,NONFAT
COLOMBO CLASSIC,014114827631,0.375,VANILLA,NONFAT
COLOMBO LIGHT,014114827644,0.375,CHERRY VANILLA,NONFAT
COLOMBO LIGHT,014114827645,0.375,CREAMY VANILLA,NONFAT
COLOMBO LIGHT,014114827651,0.375,JUICY PEACH,NONFAT
COLOMBO LIGHT,014114827648,0.375,MIXED BERRY,NONFAT
COLOMBO LIGHT,014114827642,0.375,MISSING,NONFAT
COLOMBO LIGHT,014114827652,0.375,RED RASPBERRY,NONFAT
COLOMBO LIGHT,014114827641,0.375,STRAWBERRY,NONFAT
COLOMBO LIGHT,014114827653,0.375,STRAWBERRY BANANA,NONFAT
MOUNTAIN HIGH,0175270196,2,LEMON,LOW FAT
MOUNTAIN HIGH,0175270166,2,PLAIN,FAT FREE
MOUNTAIN HIGH,0175270171,4,PLAIN,FAT FREE
MOUNTAIN HIGH,0175270191,2,PLAIN,LOW FAT
MOUNTAIN HIGH,0175270172,4,PLAIN,LOW FAT
MOUNTAIN HIGH,0175270160,2,PLAIN,WHOLE
MOUNTAIN HIGH,0175270170,4,PLAIN,WHOLE
MOUNTAIN HIGH,0175270175,4,PLAIN,1% MILKFAT
MOUNTAIN HIGH,0275270193,2,RASPBERRY,LOW FAT
MOUNTAIN HIGH,0175270195,2,STRAWBERRY,LOW FAT
MOUNTAIN HIGH,0175270165,2,STRAWBERRY,WHOLE
MOUNTAIN HIGH,0175270167,2,VANILLA,FAT FREE
